2018-08-14 16:14:21.434 INFO  FrameworkServlet 'remote': initialization started
2018-08-14 16:14:21.451 INFO  Refreshing WebApplicationContext for namespace 'rm-resolver': startup date [Tue Aug 14 16:14:21 CST 2018]; root of context hierarchy
2018-08-14 16:14:21.485 INFO  Loading XML bean definitions from ServletContext resource [/WEB-INF/rm-resolver.xml]
2018-08-14 16:14:21.582 INFO  Loading XML bean definitions from class path resource [META-INF/spring/spr-common.xml]
2018-08-14 16:14:23.588 INFO  Loading XML bean definitions from class path resource [META-INF/spring/spr-quartz-dayend.xml]
2018-08-14 16:14:23.601 INFO  Loading XML bean definitions from class path resource [META-INF/spring/spr-redis-beans.xml]
2018-08-14 16:14:23.619 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-common.xml]
2018-08-14 16:14:23.630 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-site.xml]
2018-08-14 16:14:23.648 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-manage.xml]
2018-08-14 16:14:23.660 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-srv-gateway.xml]
2018-08-14 16:14:23.674 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-client-gateway.xml]
2018-08-14 16:14:23.692 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-client-schedule.xml]
2018-08-14 16:14:25.623 INFO  Loading properties file from class path resource [placeholder.properties]
2018-08-14 16:14:39.762 INFO  Using default implementation for ThreadExecutor
2018-08-14 16:14:39.835 INFO  Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2018-08-14 16:14:39.837 INFO  Quartz Scheduler v.2.2.1 created.
2018-08-14 16:14:39.840 INFO  RAMJobStore initialized.
2018-08-14 16:14:39.842 INFO  Scheduler meta-data: Quartz Scheduler (v2.2.1) 'schedulerFactoryBean' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2018-08-14 16:14:39.842 INFO  Quartz scheduler 'schedulerFactoryBean' initialized from an externally provided properties instance.
2018-08-14 16:14:39.842 INFO  Quartz scheduler version: 2.2.1
2018-08-14 16:14:39.845 INFO  JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@1e01b195
2018-08-14 16:14:40.335 INFO  Initializing ExecutorService  'repayHandleExecutor'
2018-08-14 16:14:40.510 INFO  Initializing ExecutorService  'loan7DaiExecutor'
2018-08-14 16:14:40.517 INFO  Initializing ExecutorService  'loanExecutor'
2018-08-14 16:14:40.653 INFO  Initializing ExecutorService  'repayExecutor'
2018-08-14 16:14:44.561 INFO  HV000001: Hibernate Validator 5.1.3.Final
2018-08-14 16:14:45.062 INFO  Looking for @ControllerAdvice: WebApplicationContext for namespace 'rm-resolver': startup date [Tue Aug 14 16:14:21 CST 2018]; root of context hierarchy
2018-08-14 16:14:45.166 INFO  Looking for @ControllerAdvice: WebApplicationContext for namespace 'rm-resolver': startup date [Tue Aug 14 16:14:21 CST 2018]; root of context hierarchy
2018-08-14 16:14:45.387 INFO  Mapped URL path [/siteService] onto handler '/siteService'
2018-08-14 16:14:45.396 INFO  Mapped URL path [/manageService] onto handler '/manageService'
2018-08-14 16:14:45.407 INFO  Mapped URL path [/gatewayDafyService] onto handler '/gatewayDafyService'
2018-08-14 16:14:45.420 INFO  Mapped URL path [/gatewayPay19Service] onto handler '/gatewayPay19Service'
2018-08-14 16:14:45.433 INFO  Mapped URL path [/gatewayBaoFooService] onto handler '/gatewayBaoFooService'
2018-08-14 16:14:45.449 INFO  Mapped URL path [/gatewayReapalService] onto handler '/gatewayReapalService'
2018-08-14 16:14:45.460 INFO  Mapped URL path [/gatewayMobileService] onto handler '/gatewayMobileService'
2018-08-14 16:14:45.475 INFO  Mapped URL path [/gatewayCsaiService] onto handler '/gatewayCsaiService'
2018-08-14 16:14:45.489 INFO  Mapped URL path [/gatewayLoanService] onto handler '/gatewayLoanService'
2018-08-14 16:14:45.512 INFO  Mapped URL path [/gatewayHFBankService] onto handler '/gatewayHFBankService'
2018-08-14 16:14:45.526 INFO  Mapped URL path [/gatewayQb178Service] onto handler '/gatewayQb178Service'
2018-08-14 16:14:45.538 INFO  Mapped URL path [/gatewayZsdService] onto handler '/gatewayZsdService'
2018-08-14 16:14:45.549 INFO  Mapped URL path [/gatewayDepLoan7Service] onto handler '/gatewayDepLoan7Service'
2018-08-14 16:14:45.562 INFO  Mapped URL path [/gatewayQiDianService] onto handler '/gatewayQiDianService'
2018-08-14 16:14:45.773 INFO  Starting beans in phase 2147483647
2018-08-14 16:14:45.773 INFO  Starting Quartz Scheduler now
2018-08-14 16:14:45.773 INFO  Scheduler schedulerFactoryBean_$_NON_CLUSTERED started.
2018-08-14 16:14:45.891 INFO  [quartzInitListener] init start
2018-08-14 16:14:46.563 INFO  [quartzInitListener] init end
2018-08-14 16:14:46.565 INFO  FrameworkServlet 'remote': initialization completed in 25128 ms
2018-08-14 16:16:33.926 INFO  ======交易[Home-RedPacketAmount]：开始执行======
2018-08-14 16:16:34.020 INFO  读取缓存数据，cacheMethod：redis_cache_home_redpacketamount
2018-08-14 16:16:34.021 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:34.059 INFO  读取缓存数据开始，cachekey：home_redpacketamount_object_pc
2018-08-14 16:16:34.059 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:34.071 INFO  读取缓存数据——没有缓存数据，cachekey：home_redpacketamount_object_pc
2018-08-14 16:16:34.167 INFO  添加缓存redisCacheKey数据，cacheMethod：redis_cache_home_redpacketamount，cachekey：home_redpacketamount_object_pc，expire：60
2018-08-14 16:16:34.167 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:34.200 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:34.214 INFO  ======交易[Home-RedPacketAmount]：执行结束======
2018-08-14 16:16:34.214 INFO  ======响应报文[耗时：287毫秒]======
2018-08-14 16:16:37.033 INFO  ======交易[BannerConfig-GetBannerCount]：开始执行======
2018-08-14 16:16:37.059 INFO  ======交易[BannerConfig-GetBannerCount]：执行结束======
2018-08-14 16:16:37.059 INFO  ======响应报文[耗时：24毫秒]======
2018-08-14 16:16:37.290 INFO  ======交易[User-QueryAgentViewConfig]：开始执行======
2018-08-14 16:16:37.347 INFO  ======交易[User-QueryAgentViewConfig]：执行结束======
2018-08-14 16:16:37.347 INFO  ======响应报文[耗时：56毫秒]======
2018-08-14 16:16:37.765 INFO  ======交易[Home-RedPacketAmount]：开始执行======
2018-08-14 16:16:37.765 INFO  读取缓存数据，cacheMethod：redis_cache_home_redpacketamount
2018-08-14 16:16:37.765 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:37.776 INFO  读取缓存数据开始，cachekey：home_redpacketamount_object_pc
2018-08-14 16:16:37.776 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:37.786 INFO  ======交易[Home-RedPacketAmount]：开始执行======
2018-08-14 16:16:37.788 INFO  读取缓存数据，cacheMethod：redis_cache_home_redpacketamount
2018-08-14 16:16:37.788 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:37.790 INFO  读取缓存数据成功，cachekey：home_redpacketamount_object_pc
2018-08-14 16:16:37.790 INFO  ======交易[Home-RedPacketAmount]：执行结束======
2018-08-14 16:16:37.791 INFO  ======响应报文[耗时：25毫秒]======
2018-08-14 16:16:37.813 INFO  读取缓存数据开始，cachekey：home_redpacketamount_object_pc
2018-08-14 16:16:37.813 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:37.829 INFO  读取缓存数据成功，cachekey：home_redpacketamount_object_pc
2018-08-14 16:16:37.829 INFO  ======交易[Home-RedPacketAmount]：执行结束======
2018-08-14 16:16:37.829 INFO  ======响应报文[耗时：43毫秒]======
2018-08-14 16:16:37.856 INFO  ======交易[Activity-SalaryIncreasePlan]：开始执行======
2018-08-14 16:16:37.889 INFO  读取缓存数据，cacheMethod：redis_cache_activityfacade_salaryincreaseplan
2018-08-14 16:16:37.890 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:37.904 INFO  读取缓存数据开始，cachekey：activityfacade_salaryincreaseplan_object
2018-08-14 16:16:37.905 INFO  当前redis服务：[114.215.203.101:7379]
2018-08-14 16:16:37.916 INFO  读取缓存数据——没有缓存数据，cachekey：activityfacade_salaryincreaseplan_object
